PlayerID,GameID,BetAmount,WinAmount,LossAmount,GameType,Location,Device,SessionID,StartDateTime,EndDateTime,BetCount,WinCount,LossCount,JackpotWin,BonusWin,FreeSpins,Multiplier
32177,771,97.0,52.9,67.9,Poker,Macau,Desktop,7399c776-cf2d-4c6f-aead-220e03997771,2020-03-13T19:17:35Z,2020-03-13T06:13:50Z,9,9,0,0,0,1,1.3
49238,484,75.4,32.2,60.3,Baccarat,Atlantic City,Mobile,1dcb5d9b-dfbd-4a06-94ec-46267b01e754,2024-06-01T18:18:06Z,2024-06-01T09:13:29Z,13,9,4,1,1,0,1.8
8319,128,75.5,46.5,45.3,Baccarat,Las Vegas,Mobile,a9af61cc-248d-4944-9715-281111dabf97,2021-10-05T22:49:08Z,2021-10-05T00:12:19Z,14,12,2,0,1,0,1.1
75729,34,58.9,59.8,35.3,Poker,Macau,Mobile,f8b682c8-94f8-4698-bb32-5d7bb1b31210,2025-01-01T07:12:31Z,2025-01-01T07:34:43Z,11,1,10,0,0,0,1.9
46777,795,98.5,70.2,59.1,Baccarat,Macau,Desktop,3e4d5a2d-221c-4f09-97ca-f776a4d3e916,2023-03-03T15:43:56Z,2023-03-03T21:23:11Z,6,6,0,0,1,0,1.7
40017,117,20.3,14.9,12.2,Blackjack,Las Vegas,Mobile,cc7bff07-9c68-490b-b5eb-7b748783d735,2023-07-26T16:02:26Z,2023-07-26T09:31:12Z,12,2,10,1,0,1,1.8
50123,322,10.1,5.0,8.1,Blackjack,Monte Carlo,Tablet,c64bb50e-bf76-4b5f-b425-fe15d4ce8444,2024-08-26T09:47:57Z,2024-08-26T10:30:03Z,10,8,2,0,1,0,1.2
77655,232,25.8,11.3,20.6,Blackjack,Monte Carlo,Desktop,e59e45d4-2495-4444-abd2-626b1dca595d,2021-07-29T06:47:15Z,2021-07-29T09:02:41Z,12,12,0,0,0,1,1.7
24631,700,20.7,11.2,14.5,Slot,Atlantic City,Tablet,b93c801b-2c26-4481-b9bd-c92b47e6cfd0,2023-01-21T20:48:18Z,2023-01-21T02:47:34Z,11,5,6,0,1,0,1.4
21108,687,36.1,11.3,28.9,Roulette,Las Vegas,Desktop,7f0f07f6-b238-4383-9d4a-abb4630e2b68,2024-04-02T04:12:11Z,2024-04-02T08:29:14Z,10,2,8,1,1,1,1.8
70474,593,78.6,25.5,62.9,Poker,Monte Carlo,Tablet,59818a0d-8b49-4863-bace-4e03118b0594,2022-10-06T13:14:41Z,2022-10-06T16:04:07Z,6,4,2,1,0,0,2.0
19191,623,99.5,30.9,79.6,Poker,Atlantic City,Desktop,6d5febb1-af74-48e1-8e84-82a5dd77d4d7,2021-02-01T02:30:31Z,2021-02-01T05:44:55Z,15,13,2,1,0,1,1.0
8208,34,49.8,49.7,29.9,Slot,Macau,Mobile,848c4671-064c-4f6f-8b43-3aeb4e3f0cb3,2023-06-21T12:25:20Z,2023-06-21T03:22:11Z,18,15,3,0,1,1,1.9
8882,782,56.9,23.2,45.5,Blackjack,Atlantic City,Tablet,a2ee105b-5b9d-4e4d-8141-510dc80ea06d,2022-05-10T07:16:01Z,2022-05-10T09:03:22Z,5,5,0,0,1,0,1.3
58848,333,91.2,80.3,54.7,Roulette,Las Vegas,Mobile,ff52c3b2-a391-4c44-8439-6b489dec6993,2021-02-22T05:48:27Z,2021-02-22T08:24:35Z,8,8,0,0,0,1,1.9
6292,597,16.6,11.6,11.6,Baccarat,Macau,Mobile,1548aaea-580a-4657-82e5-60163b19f0de,2022-07-18T19:20:17Z,2022-07-18T21:03:33Z,7,5,2,0,0,0,1.8
56171,855,86.6,23.6,77.9,Slot,Las Vegas,Mobile,7a97a2f9-33dd-4136-a99c-204b8ce96f12,2022-10-25T11:51:23Z,2022-10-25T13:24:15Z,13,7,6,1,1,1,1.5
49936,96,97.0,93.3,58.2,Blackjack,Atlantic City,Desktop,77500fa6-e285-46d8-b472-37cdb3777856,2024-02-21T21:42:52Z,2024-02-21T05:16:41Z,16,3,13,1,0,1,2.0
4917,471,73.4,53.4,44.0,Baccarat,Las Vegas,Tablet,242bb5b4-3e0b-4dd2-a216-16c07252d6a9,2022-04-09T21:25:00Z,2022-04-09T04:19:16Z,10,1,9,0,0,1,1.4
82591,944,73.6,51.3,51.5,Poker,Atlantic City,Mobile,3c691e39-af21-4736-a3ee-3b8ea4c5f402,2021-02-05T04:06:53Z,2021-02-05T09:35:53Z,12,11,1,0,1,0,1.8
31812,565,19.8,13.0,13.9,Poker,Las Vegas,Mobile,1c6f4db9-9e95-427d-a7a8-460ca2e095b9,2024-05-16T07:14:36Z,2024-05-16T10:18:18Z,7,4,3,1,0,0,1.4
61974,307,99.1,91.0,59.5,Poker,Macau,Tablet,c015d821-8c8b-4c7e-a945-108bcdaf5016,2020-04-11T19:05:17Z,2020-04-11T09:43:34Z,7,6,1,0,0,0,1.4
11295,821,60.7,50.1,30.3,Blackjack,Las Vegas,Desktop,d36e43c9-425f-477a-a9c4-6c8ec5998820,2021-09-13T20:30:51Z,2021-09-13T21:45:25Z,17,6,11,0,0,1,1.9
42632,769,23.9,7.7,19.1,Roulette,Monte Carlo,Mobile,003fab3c-62e6-49e4-a5f2-4f05e3296e99,2021-06-25T18:17:45Z,2021-06-25T00:42:25Z,17,12,5,0,1,0,1.7
21953,184,72.0,73.7,43.2,Poker,Atlantic City,Tablet,7a89cdae-87c0-4b62-89c2-dcafad5fd031,2020-07-17T07:58:46Z,2020-07-17T09:01:53Z,9,2,7,1,1,0,1.7
96014,869,83.1,14.3,74.8,Slot,Macau,Mobile,e9ef11c8-3fdb-4ae8-a788-1e4a239613b5,2020-12-16T05:34:00Z,2020-12-16T09:37:27Z,20,15,5,1,1,1,1.5
63940,949,80.3,14.8,72.3,Poker,Atlantic City,Desktop,ae932f4c-0389-4289-b47b-c268481ca284,2021-02-04T01:06:44Z,2021-02-04T06:17:39Z,20,13,7,1,1,1,1.9
24494,498,44.7,29.1,26.8,Poker,Macau,Desktop,7a5e9216-d4d2-48a2-beb1-504c3ce2d35b,2021-01-11T11:19:19Z,2021-01-11T03:17:51Z,14,7,7,1,0,0,1.6
99055,229,22.7,6.6,20.4,Blackjack,Macau,Desktop,0cadad88-5fcd-4366-af96-1e65df8a9e63,2025-01-15T22:48:04Z,2025-01-15T07:52:04Z,11,4,7,0,1,1,1.4
98980,34,18.2,14.0,9.1,Roulette,Monte Carlo,Tablet,33417c5d-7370-4a0a-bc51-e3162d36cdc3,2020-06-24T09:01:43Z,2020-06-24T10:35:27Z,18,18,0,0,1,0,1.8
63249,729,86.3,77.0,60.4,Poker,Atlantic City,Desktop,3319dcde-c0f8-47f9-afd3-3b3055db0629,2020-08-04T20:29:08Z,2020-08-04T01:58:59Z,19,7,12,0,1,1,1.5
21748,76,58.1,60.0,34.9,Poker,Las Vegas,Mobile,04f49d1e-9fe5-474f-872d-8b832c82fff5,2020-12-31T13:42:52Z,2020-12-31T00:01:12Z,11,3,8,0,1,0,1.4
79182,9,60.2,16.6,54.2,Blackjack,Macau,Desktop,1302c4a6-17c6-446a-a64f-3995f09efd77,2024-08-12T06:22:22Z,2024-08-12T10:31:29Z,19,10,9,0,1,1,1.5
80828,576,16.5,23.9,8.3,Roulette,Monte Carlo,Mobile,ccd2511b-cea2-4b7e-8c52-39eaf762b9eb,2021-03-23T07:37:35Z,2021-03-23T10:36:13Z,14,2,12,1,1,0,1.9
56889,96,35.7,18.9,28.6,Blackjack,Las Vegas,Desktop,8a634b97-b2fd-41ee-b5a2-04ac37cbf107,2022-09-06T13:21:35Z,2022-09-06T00:44:23Z,15,1,14,0,0,1,2.0
17600,561,98.7,19.4,88.8,Poker,Monte Carlo,Tablet,2d9c949c-d6e0-43ca-b114-32887db5d3c3,2024-11-05T17:32:28Z,2024-11-05T04:25:32Z,15,12,3,1,1,1,1.1
90020,416,25.1,23.2,15.1,Roulette,Macau,Desktop,6c4fef76-1990-4e37-a299-02fb85998c34,2023-01-22T02:44:02Z,2023-01-22T08:01:06Z,18,13,5,0,1,0,1.7
62277,695,49.7,57.4,24.8,Baccarat,Las Vegas,Desktop,4bab1419-2b9f-4bde-8bef-534ed768906d,2023-08-24T15:25:49Z,2023-08-24T18:32:17Z,11,3,8,1,1,0,1.7
97677,255,66.1,29.9,46.3,Poker,Monte Carlo,Tablet,8a090b8d-53f9-4c59-9ef6-5aca9615ad0f,2024-11-04T13:05:09Z,2024-11-04T19:05:33Z,12,2,10,1,0,0,1.8
69638,45,35.8,6.5,32.2,Baccarat,Atlantic City,Desktop,711e691c-d35d-40c6-bbc4-21cd4006fd50,2024-01-11T17:25:09Z,2024-01-11T10:58:57Z,11,6,5,0,1,0,1.5
46949,299,67.4,52.8,47.2,Baccarat,Atlantic City,Tablet,9e895101-f96e-432b-ad5d-0204873a3d05,2020-03-31T08:27:31Z,2020-03-31T09:23:33Z,17,10,7,0,1,1,1.8
59953,789,60.0,41.2,42.0,Baccarat,Atlantic City,Mobile,150470a2-add3-48ca-b0b3-5abcc9646e76,2024-03-24T21:08:29Z,2024-03-24T08:02:41Z,15,9,6,0,1,0,1.9
62374,202,45.5,18.9,36.4,Slot,Monte Carlo,Desktop,76b547f4-17b7-46b7-a7fc-6739a89da2da,2023-10-07T12:29:38Z,2023-10-07T17:45:08Z,15,10,5,0,1,0,1.7
54690,159,98.9,84.6,59.3,Roulette,Atlantic City,Tablet,ae20757f-5b0f-437b-b96a-2b89b9277293,2022-12-11T17:47:41Z,2022-12-11T02:48:33Z,11,6,5,1,1,1,2.0
42013,457,36.3,11.8,29.0,Blackjack,Atlantic City,Desktop,a0b5dfa0-02ca-4b41-8ea7-79a1d2948832,2024-06-30T20:28:22Z,2024-06-30T23:20:18Z,15,15,0,0,0,0,1.5
62482,881,93.1,102.7,46.6,Slot,Macau,Tablet,2c06582f-9711-4de1-bbbd-e2f56b0ad56a,2022-10-24T09:33:06Z,2022-10-24T10:18:31Z,5,5,0,0,1,1,1.4
30137,707,23.9,6.5,21.5,Blackjack,Las Vegas,Mobile,4e6b7711-af9c-4213-a65b-30811f8ea769,2021-09-20T19:54:47Z,2021-09-20T03:44:12Z,5,0,5,0,0,1,2.0
45238,994,12.2,12.5,7.3,Poker,Macau,Mobile,b2e80ed4-422a-4332-8c5b-a832bf5aca4e,2021-03-17T22:23:30Z,2021-03-17T07:34:12Z,17,15,2,1,0,1,1.2
91801,528,12.6,5.7,10.1,Blackjack,Las Vegas,Desktop,782d67d6-4ea2-4c2a-a614-7de4d956ff89,2020-01-28T14:42:10Z,2020-01-28T19:28:44Z,10,9,1,0,0,1,1.7
82679,602,91.0,42.0,63.7,Blackjack,Las Vegas,Desktop,a5aa172e-c441-44d4-9b6a-4d4079588d41,2024-03-31T16:40:54Z,2024-03-31T17:24:35Z,10,1,9,1,1,1,1.3
28834,498,91.5,78.6,54.9,Poker,Atlantic City,Tablet,e204c52f-1039-497f-9a84-d404030af3db,2023-03-26T05:55:16Z,2023-03-26T11:13:29Z,10,6,4,0,1,0,1.1
79266,241,30.4,17.4,21.3,Poker,Las Vegas,Desktop,6e04a64b-b6aa-4205-a01a-4635fe4635e5,2023-07-22T00:40:34Z,2023-07-22T06:11:52Z,18,3,15,1,1,0,1.8
1613,372,61.3,28.3,49.0,Roulette,Atlantic City,Desktop,ffaffe01-7f53-4712-899d-6fa45f8beec4,2022-07-05T02:41:34Z,2022-07-05T04:09:16Z,13,7,6,0,0,1,1.5
73064,243,44.4,39.2,22.2,Slot,Macau,Tablet,e21540ab-6750-4322-870b-2e8a81e9f2aa,2024-07-16T07:28:08Z,2024-07-16T10:45:24Z,20,16,4,0,1,0,1.5
76955,221,52.4,61.3,31.4,Roulette,Monte Carlo,Desktop,ade0c74d-5bc3-4dc5-8367-55f372ce80ad,2020-06-28T16:57:38Z,2020-06-28T10:58:26Z,9,7,2,0,1,1,1.5
19675,692,45.2,47.3,27.1,Blackjack,Macau,Tablet,4b038d88-daa5-4c79-925c-6532c81a3036,2020-10-02T10:11:07Z,2020-10-02T10:43:47Z,13,1,12,0,0,1,1.2
22382,291,38.4,21.4,30.7,Baccarat,Las Vegas,Tablet,085bf1de-61de-4c85-9c1d-5720b97be325,2023-04-29T16:41:27Z,2023-04-29T02:41:39Z,17,0,17,1,0,1,1.1
54356,336,57.7,65.1,34.6,Baccarat,Macau,Mobile,d3d67c10-8c45-4626-b70a-f32b12427f3c,2022-11-03T21:00:46Z,2022-11-03T01:21:52Z,10,6,4,1,1,1,1.6
992,866,63.9,54.0,44.7,Roulette,Atlantic City,Desktop,d69a57de-b47d-4d39-ab70-f6b85503fbdb,2023-11-30T18:42:56Z,2023-11-30T01:38:12Z,14,4,10,1,1,1,1.5
75108,967,12.8,4.5,10.2,Poker,Atlantic City,Mobile,2d04d3e0-e035-43c6-bb60-f0c2d74ace75,2022-10-02T12:17:03Z,2022-10-02T18:22:00Z,10,7,3,1,1,1,1.8
324,816,98.6,24.0,88.7,Poker,Monte Carlo,Desktop,7413dce9-d140-4391-9295-882440bfa541,2022-12-14T18:55:16Z,2022-12-14T06:09:34Z,19,8,11,0,1,1,1.9
97877,861,30.4,26.0,18.2,Slot,Monte Carlo,Tablet,5f38733b-0090-4935-80b8-26a9d483451d,2022-03-02T20:37:36Z,2022-03-02T00:09:22Z,9,6,3,1,1,0,1.7
38050,722,77.8,66.4,46.7,Slot,Monte Carlo,Mobile,a85e031d-b0e4-43ae-8495-16d7e130d163,2022-12-21T08:59:01Z,2022-12-21T10:49:01Z,16,14,2,1,1,0,1.2
7852,523,45.0,26.1,36.0,Slot,Monte Carlo,Tablet,b3b59063-8283-4a1a-9cfb-7ed4ee23ef5f,2022-11-18T05:19:02Z,2022-11-18T08:51:00Z,15,13,2,1,0,0,1.8
2596,176,77.6,46.2,62.1,Blackjack,Atlantic City,Tablet,a64ae58a-fe14-40d2-a9ee-33461111e5ea,2024-07-10T04:55:42Z,2024-07-10T08:34:23Z,9,2,7,1,1,0,1.9
16376,154,63.7,31.4,44.6,Blackjack,Macau,Mobile,21c7bf1d-6a06-4d9e-8001-8081cf6dc3a6,2022-06-21T14:38:56Z,2022-06-21T08:54:56Z,20,9,11,1,0,1,1.5
65381,779,70.4,68.0,42.2,Baccarat,Monte Carlo,Tablet,0646277b-974b-4fb0-ac1c-7394933ee11c,2022-10-12T20:54:53Z,2022-10-12T06:34:18Z,8,3,5,1,0,1,1.7
77507,707,35.9,28.6,25.1,Blackjack,Monte Carlo,Mobile,7f712831-c9bc-4f58-ba2d-f8ca324d76c9,2022-04-05T18:26:00Z,2022-04-05T09:38:53Z,12,9,3,1,0,0,1.8
23194,721,96.6,139.1,48.3,Slot,Monte Carlo,Desktop,848a9c53-1e7a-4280-847d-2a843057ac1f,2021-06-15T15:01:19Z,2021-06-15T17:33:25Z,9,3,6,1,1,0,1.2
51934,809,68.0,73.8,40.8,Poker,Atlantic City,Tablet,5ba36b76-c6e3-41f8-80d7-da5ab12ebd65,2020-01-16T19:36:00Z,2020-01-16T09:14:00Z,10,9,1,0,0,0,1.1
66249,414,25.1,16.8,17.6,Blackjack,Macau,Desktop,df2be2ad-8a7b-4bf3-ad4e-f724b5bd9535,2022-03-10T03:48:12Z,2022-03-10T09:54:33Z,18,1,17,1,1,1,1.9
23444,3,11.2,8.1,6.7,Slot,Monte Carlo,Mobile,7860ad9b-5846-4eb5-992f-f7c721e00731,2022-12-14T04:29:07Z,2022-12-14T09:03:02Z,15,3,12,0,1,1,1.8
92,313,35.7,5.5,32.1,Baccarat,Monte Carlo,Tablet,e8cbbb5e-d0f3-4284-8391-5917ee9c94c0,2023-11-28T06:29:04Z,2023-11-28T06:48:39Z,8,0,8,0,0,0,1.9
87203,358,65.9,14.0,59.3,Blackjack,Macau,Mobile,a72987a8-33d9-4fe1-baa1-45ac030527e4,2023-11-08T18:56:53Z,2023-11-08T20:24:58Z,20,6,14,1,0,0,1.5
16369,281,43.1,33.6,30.2,Poker,Las Vegas,Mobile,3ed8c0a4-017b-472f-bf91-15ff20502578,2023-04-17T17:42:33Z,2023-04-17T06:57:32Z,6,0,6,0,1,1,1.9
94575,154,17.3,6.4,13.8,Slot,Atlantic City,Desktop,04c9767a-aeef-4958-8cc3-a7404dcf9c2a,2021-07-19T09:34:24Z,2021-07-19T10:30:25Z,11,8,3,0,1,0,1.5
86776,875,66.2,60.6,33.1,Roulette,Atlantic City,Mobile,d8fbe166-e77a-4ec2-9b68-74d5bb0e15a7,2023-03-13T11:35:51Z,2023-03-13T13:48:53Z,6,3,3,1,1,1,1.9
83451,849,69.0,64.5,41.4,Slot,Monte Carlo,Tablet,813ab721-b403-465d-beff-37d67fb63fb4,2022-01-13T19:32:55Z,2022-01-13T07:17:50Z,14,1,13,1,1,1,1.5
98116,130,77.4,49.7,54.2,Slot,Monte Carlo,Desktop,abaef95c-f858-468d-a0cb-223cf62f7102,2021-06-29T16:54:21Z,2021-06-29T01:15:12Z,19,14,5,1,1,1,1.1
36558,343,98.0,130.2,49.0,Roulette,Las Vegas,Mobile,1ec1d598-f238-48c1-b467-ec1bea94753a,2020-10-21T19:08:03Z,2020-10-21T00:00:25Z,6,3,3,1,0,0,1.5
95642,311,29.0,23.6,17.4,Blackjack,Atlantic City,Desktop,e13d1796-51a0-4023-ae63-8abe2896dd51,2020-03-22T22:29:36Z,2020-03-22T02:45:08Z,17,15,2,0,1,1,1.3
48354,47,51.6,58.1,31.0,Blackjack,Macau,Mobile,fe18c9ac-b9f4-4d70-8774-4d093b5011fc,2022-04-05T10:46:17Z,2022-04-05T10:50:00Z,9,9,0,0,0,1,1.9
50677,908,69.1,43.1,41.5,Poker,Las Vegas,Tablet,da0c4b14-e07e-4bd5-876a-a835c33b3fa1,2023-02-26T00:17:04Z,2023-02-26T04:38:50Z,11,11,0,0,1,0,1.1
97417,620,98.5,80.3,59.1,Blackjack,Atlantic City,Tablet,11709126-3f2a-4b22-8ec1-13f6a6e5c87e,2024-12-10T02:20:55Z,2024-12-10T09:58:47Z,12,7,5,0,0,1,1.3
32586,547,30.1,20.3,18.1,Roulette,Atlantic City,Desktop,e63bebea-ebe4-4417-8af7-9df367c893b0,2024-09-28T18:05:15Z,2024-09-28T10:57:50Z,17,5,12,0,0,1,1.1
73468,971,86.3,21.4,77.7,Roulette,Las Vegas,Tablet,5517833a-98ed-486d-a5cf-d23c1a5e3eee,2020-07-14T20:41:29Z,2020-07-14T08:22:50Z,6,2,4,0,0,0,1.8
7855,37,51.0,22.4,40.8,Slot,Macau,Tablet,241daddf-6ffe-490c-b08f-79f947dfc3f3,2021-01-16T15:09:32Z,2021-01-16T04:52:59Z,19,15,4,1,0,0,1.3
51655,941,42.8,61.7,21.4,Slot,Las Vegas,Tablet,4fdc3338-7887-4942-85a9-17a3ada1b72c,2025-03-02T13:58:02Z,2025-03-02T10:56:51Z,7,3,4,0,0,1,1.7
28365,619,11.8,7.1,9.4,Poker,Monte Carlo,Tablet,643a2a0f-5949-4370-8700-55727e9a2291,2021-02-08T19:30:37Z,2021-02-08T06:23:17Z,19,10,9,1,1,1,1.5
93253,160,19.2,8.7,15.4,Baccarat,Macau,Mobile,a0afcfb8-1fa6-4754-bd0f-34b85cb15c4f,2023-04-25T01:41:16Z,2023-04-25T06:48:15Z,9,0,9,0,1,0,1.7
47589,921,46.1,56.2,23.0,Baccarat,Macau,Mobile,e397be9d-4147-4f86-860c-bccc0f7ee261,2021-01-26T10:29:14Z,2021-01-26T10:57:17Z,7,2,5,1,1,0,1.9
97548,301,45.9,12.6,41.3,Poker,Atlantic City,Mobile,72d575a2-79bc-4c32-85ef-ea11e446c5be,2020-11-12T23:41:07Z,2020-11-12T08:12:03Z,20,20,0,1,0,1,1.3
38655,588,61.7,65.5,37.0,Roulette,Las Vegas,Desktop,032468c1-ef33-4f61-b600-98e89eb741aa,2022-08-14T18:16:34Z,2022-08-14T01:29:19Z,9,9,0,0,1,0,1.8
96266,423,27.5,22.3,19.3,Poker,Macau,Tablet,1526561b-78da-47d9-8c0a-3a061fadd23c,2023-07-30T07:19:42Z,2023-07-30T08:22:36Z,5,0,5,1,0,1,1.0
88638,538,54.8,21.6,43.8,Slot,Las Vegas,Desktop,8385424a-a1dd-40c7-85d6-80b07e217a61,2024-03-26T06:03:11Z,2024-03-26T09:55:28Z,6,6,0,0,0,1,1.0
43143,300,14.6,7.0,11.7,Slot,Las Vegas,Desktop,7404dea7-15f0-4252-9f5c-04f046c70d4d,2021-08-11T10:01:28Z,2021-08-11T10:17:41Z,18,3,15,0,1,1,1.2
19086,21,60.6,19.6,48.5,Poker,Atlantic City,Tablet,299108df-9ef4-42ec-832d-ce160d286a98,2022-02-09T16:19:15Z,2022-02-09T01:36:17Z,13,12,1,0,1,1,1.7
91237,559,36.7,31.7,22.0,Poker,Las Vegas,Mobile,ac9c02ad-6809-40e2-bb04-1abfa25916b3,2024-12-13T14:43:40Z,2024-12-13T22:46:12Z,10,10,0,1,1,1,1.9
77484,405,82.8,15.9,74.5,Blackjack,Las Vegas,Mobile,1baa5f02-a7fa-4719-9fd1-ff2362c28461,2024-12-31T15:49:42Z,2024-12-31T23:58:49Z,20,5,15,1,0,1,2.0
29230,6,21.3,18.4,14.9,Blackjack,Atlantic City,Tablet,5b8c9e3b-8638-4bd1-bc6c-d4ce8eabc8b1,2020-01-15T19:57:28Z,2020-01-15T00:08:15Z,7,7,0,1,1,1,1.9
26621,465,64.7,66.8,38.8,Roulette,Monte Carlo,Tablet,c633ef09-44b0-4be7-90b1-e7bcc881be67,2021-10-11T20:24:03Z,2021-10-11T01:24:36Z,6,0,6,1,1,0,1.9
65134,961,84.8,103.1,42.4,Slot,Monte Carlo,Desktop,25c018c3-453a-4e40-8a9e-a2e7d7d0ced2,2024-02-11T00:47:25Z,2024-02-11T06:16:18Z,15,5,10,1,1,1,2.0
1628,24,53.6,60.2,26.8,Blackjack,Monte Carlo,Desktop,5906acc8-bb66-4fa0-acd6-9e564d07e1ad,2023-02-14T09:12:36Z,2023-02-14T10:34:59Z,19,16,3,0,0,0,2.0
55769,275,63.1,37.8,50.5,Poker,Las Vegas,Desktop,2241e8ee-eb4b-41ed-ac5b-9097fc89e158,2021-05-08T16:22:27Z,2021-05-08T16:57:51Z,12,5,7,1,1,0,1.6
14796,37,39.8,28.3,27.9,Blackjack,Las Vegas,Mobile,6b5c31b7-e85b-48ef-91d6-9d064f50bbf5,2022-10-31T17:43:21Z,2022-10-31T04:58:59Z,13,3,10,0,0,0,1.9
47417,97,31.5,17.4,22.1,Roulette,Monte Carlo,Mobile,b516454e-22b2-42c3-bec9-e38a0ff593e7,2023-11-12T23:59:53Z,2023-11-12T03:21:10Z,11,4,7,1,1,0,1.3
33061,323,41.3,25.4,24.8,Blackjack,Las Vegas,Desktop,42a0501e-4d57-4359-bf52-3f0f69e5e81b,2020-11-06T05:41:42Z,2020-11-06T09:07:43Z,20,14,6,0,0,0,1.3
22142,543,24.4,14.4,19.5,Roulette,Monte Carlo,Desktop,8e115722-a40b-49ad-bd01-6bc209c84108,2022-09-09T11:47:00Z,2022-09-09T12:53:23Z,9,6,3,1,1,0,1.1
48477,184,16.8,13.4,10.1,Poker,Atlantic City,Desktop,cc3ac644-e5a3-4d1d-ab4c-d5b0450f4fd6,2024-12-04T06:49:23Z,2024-12-04T09:32:04Z,18,4,14,1,1,0,1.2
27487,837,76.8,50.4,53.8,Slot,Macau,Desktop,c2b2d6a0-74e1-4f42-905e-c59dbf7a3446,2023-09-03T14:31:57Z,2023-09-03T21:36:50Z,14,0,14,0,0,0,1.4
69116,955,13.1,10.2,7.9,Blackjack,Las Vegas,Desktop,7ab5a9a8-a7ba-4075-8b72-5cd7577f1b99,2020-06-11T04:48:44Z,2020-06-11T08:13:13Z,5,3,2,1,1,1,1.0
36125,261,80.9,62.1,40.4,Baccarat,Atlantic City,Desktop,867f0025-f0a9-40c3-aa07-3e53de35bbb7,2022-11-06T12:30:40Z,2022-11-06T02:57:02Z,10,8,2,0,1,1,1.9
44699,559,46.4,53.6,23.2,Baccarat,Las Vegas,Mobile,a81fdd6a-accd-4bb4-8bbe-d3ef77301b39,2024-05-17T07:16:26Z,2024-05-17T11:03:13Z,15,8,7,1,0,0,1.5
